DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           CO2                       CO2_dry                   CH4                       CH4_dry                   H2O                       GPS_ABS_LAT               GPS_ABS_LONG              GPS_FIT                   WS_WIND_LON               WS_WIND_LAT               WS_COS_HEADING            WS_SIN_HEADING            WIND_N                    WIND_E                    WIND_DIR_SDEV             WS_ROTATION               CAR_SPEED                 
2017-03-15                16:29:55.979              73.35412013               1760.498883               74.35412013               1489595395.979            0                         963                       1.4002852767E+02          4.4965568542E+01          5.2187500000E+01          4.4632011414E+01          4.4881614685E+01          2.0000000000E+00          0.0000000000E+00          2.8130258039E+04          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          1.9979303315E+00          0.0000000000E+00          0.0000000000E+00          3.3500020083E+01          -8.6797449870E+01         2.0000000000E+00          7.5685685686E+00          -6.2102102102E-01         4.8016971167E-01          -8.7705403509E-01         1.6822750430E+00          2.0017368919E+00          1.1560277160E+01          -6.6352013525E+00         5.1212762292E+00          
2017-03-15                16:29:56.459              73.35412568               1760.499016               74.35412568               1489595396.459            0                         963                       1.4006556541E+02          4.4965568542E+01          5.2187500000E+01          4.4632011414E+01          4.4881614685E+01          2.0000000000E+00          0.0000000000E+00          2.8145679174E+04          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          1.9995567582E+00          0.0000000000E+00          0.0000000000E+00          3.3500030915E+01          -8.6797425091E+01         2.0000000000E+00          8.2412412412E+00          -4.7687687688E-01         4.6613482655E-01          -8.8459525089E-01         1.6238900528E+00          2.0731868160E+00          1.1474605919E+01          -6.2975329346E+00         5.4083957382E+00          
2017-03-15                16:29:56.928              73.35413112               1760.499147               74.35413112               1489595396.929            0                         963                       1.4000456238E+02          4.4965568542E+01          5.2187500000E+01          4.4632011414E+01          4.4881614685E+01          2.0000000000E+00          0.0000000000E+00          2.8132486328E+04          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.0006601078E+00          0.0000000000E+00          0.0000000000E+00          3.3500041809E+01          -8.6797400149E+01         2.0000000000E+00          8.3857857858E+00          -4.0000000000E-01         4.6294290077E-01          -8.8633922360E-01         1.5644288282E+00          2.1414743859E+00          1.1527016351E+01          -5.9599039127E+00         5.6931054335E+00          
2017-03-15                16:29:57.397              73.35413654               1760.499277               74.35413654               1489595397.397            0                         963                       1.4000456238E+02          4.4965568542E+01          5.2187500000E+01          4.4632011414E+01          4.4881614685E+01          2.0000000000E+00          0.0000000000E+00          2.8132486328E+04          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.0006546052E+00          0.0000000000E+00          0.0000000000E+00          3.3500053344E+01          -8.6797374329E+01         2.0000000000E+00          7.9173173173E+00          -4.0000000000E-01         4.7233208797E-01          -8.8135740940E-01         1.5304459610E+00          2.1710458457E+00          1.1814158714E+01          -5.7111499317E+00         5.8579636201E+00          
2017-03-15                16:29:57.865              73.35414197               1760.499407               74.35414197               1489595397.866            0                         963                       1.3997085250E+02          4.4965568542E+01          5.2187500000E+01          4.4632011414E+01          4.4881614685E+01          2.0000000000E+00          0.0000000000E+00          2.8124477940E+04          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          1.9984687733E+00          0.0000000000E+00          0.0000000000E+00          3.3500065176E+01          -8.6797348063E+01         2.0000000000E+00          7.6152152152E+00          -4.0000000000E-01         4.7422271418E-01          -8.8032435557E-01         1.5009114517E+00          2.1937937372E+00          1.2144024066E+01          -5.4775354227E+00         6.0019110017E+00          
2017-03-15                16:29:58.358              73.35414767               1760.499544               74.35414767               1489595398.359            0                         963                       1.3995428563E+02          4.4965568542E+01          5.2187500000E+01          4.4632011414E+01          4.4881614685E+01          2.0000000000E+00          0.0000000000E+00          2.8117286287E+04          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          1.9992533110E+00          0.0000000000E+00          0.0000000000E+00          3.3500077730E+01          -8.6797319740E+01         2.0000000000E+00          7.6645645646E+00          -4.0000000000E-01         4.5972739922E-01          -8.8791843721E-01         1.4810669832E+00          2.1892190694E+00          1.2206760819E+01          -5.3492275834E+00         6.0575790398E+00          
2017-03-15                16:29:58.854              73.35415340               1760.499682               74.35415340               1489595398.854            0                         963                       1.3995016303E+02          4.4965568542E+01          5.2187500000E+01          4.4632011414E+01          4.4881614685E+01          2.0000000000E+00          0.0000000000E+00          2.8111282607E+04          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.0001015614E+00          0.0000000000E+00          0.0000000000E+00          3.3500090417E+01          -8.6797290788E+01         2.0000000000E+00          7.6720515362E+00          -2.3230921705E-01         4.5555470167E-01          -8.9003483660E-01         1.4653399960E+00          2.1739498149E+00          1.2163313207E+01          -5.2643456499E+00         6.0776275253E+00          
2017-03-15                16:29:59.321              73.35415881               1760.499811               74.35415881               1489595399.321            0                         963                       1.3996059859E+02          4.4965568542E+01          5.2187500000E+01          4.4632011414E+01          4.4881614685E+01          2.0000000000E+00          0.0000000000E+00          2.8109253783E+04          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          1.9987833487E+00          0.0000000000E+00          0.0000000000E+00          3.3500102154E+01          -8.6797263748E+01         2.0000000000E+00          7.5794846383E+00          3.2309217047E-01          4.7620770399E-01          -8.7898398797E-01         1.4533154786E+00          2.1109252469E+00          1.5724130003E+01          -5.3254889894E+00         6.0621359258E+00          
2017-03-15                16:29:59.788              73.35416421               1760.499941               74.35416421               1489595399.788            0                         963                       1.3999042712E+02          4.4965279429E+01          5.2187500000E+01          4.4631009152E+01          4.4880901537E+01          2.0000000000E+00          0.0000000000E+00          2.8115533717E+04          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.0009592149E+00          0.0000000000E+00          0.0000000000E+00          3.3500113707E+01          -8.6797236924E+01         2.0000000000E+00          7.5000000000E+00          7.8018018018E-01          4.9374115041E-01          -8.6960848925E-01         1.4425703316E+00          2.0257873512E+00          2.0923151745E+01          -5.4508649927E+00         6.0309954781E+00          
2017-03-15                16:30:00.260              73.35416969               1760.500072               74.35416969               1489595400.261            0                         963                       1.4002479553E+02          4.4964195251E+01          5.2187500000E+01          4.4627250671E+01          4.4878227234E+01          2.0000000000E+00          0.0000000000E+00          2.8129341797E+04          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          1.9992620742E+00          0.0000000000E+00          0.0000000000E+00          3.3500125065E+01          -8.6797209553E+01         2.0000000000E+00          7.5000000000E+00          6.3813813814E-01          4.9230268451E-01          -8.7042233410E-01         1.4289626937E+00          1.8818895727E+00          2.7013853269E+01          -5.7005028878E+00         5.9810799348E+00          
